id,brand,item_name,category,description,serving_amount,serving_unit,serving_label,calories,fat_g,carbs_g,protein_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,potassium_mg,source_type,source_date,source_detail,source_url,region,is_manual_override
150601,Carls Jr,The Grilled Burrito- Steak,Sandwiches,"The Grilled Burrito- Steak, Green Burrito",485,g,,840,31,88,46,6,6,2030,105,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
926709,Carls Jr,Triple Cheeseburger & Spicy Chicken Sandwich All Star Meal,Burgers,"Triple Cheeseburger & Spicy Chicken Sandwich All Star Meal, All Star Meals",495,g,,1430,83,136,45,8,26,3050,140,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944786,Carls Jr,Triple Western Bacon Cheeseburger,Burgers,"Triple Western Bacon Cheeseburger, Charbroiled Burgers",438,g,,1380,81,80,85,4,17,2750,240,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
34,Carls Jr,Western Bacon Cheeseburger,Burgers,"Western Bacon Cheeseburger, Charbroiled Burgers",254,g,,760,35,74,38,4,16,1700,85,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944822,Carrabba's Italian Grill,Ardente Topping,Toppings & Ingredients,"Ardente Topping, Steaks and Chops",1,serving,,250,20,7,7,1,4,980,30,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955628,Carrabba's Italian Grill,Bread and Dipping Sauce Trio,Appetizers & Sides,"Bread and Dipping Sauce Trio, Appetizers",1,serving,,1220,38,154,37,7,6,2440,85,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
119055,Carrabba's Italian Grill,Bryan Topping,Toppings & Ingredients,"Bryan Topping, Steaks and Chops",1,serving,,210,17,9,4,1,4,590,45,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
926740,Carrabba's Italian Grill,Calamari with Marinara & Ricardo Sauce,Appetizers & Sides,"Calamari with Marinara & Ricardo Sauce, Appetizers",1,serving,,1230,92,66,33,5,7,2570,425,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
180207,Carrabba's Italian Grill,Cannoli Cake for Two,Desserts,"Cannoli Cake for Two, Desserts",1,serving,,2170,132,227,26,8,145,1170,215,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39474,Carrabba's Italian Grill,Caprese Sandwich - No Chicken,Sandwiches,"Caprese Sandwich - No Chicken, Lunch: Italian Sandwiches",1,serving,,510,26,44,23,3,3,980,60,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39475,Carrabba's Italian Grill,Caprese Sandwich with Grilled Chicken,Sandwiches,"Caprese Sandwich with Grilled Chicken, Lunch: Italian Sandwiches",1,serving,,740,30,44,69,3,3,1360,185,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39363,Carrabba's Italian Grill,Carrabba's Italian Classics w/Fettuccine,Entrees,"Carrabba's Italian Classics w/Fettuccine, Trios",1,serving,,1600,105,87,77,6,12,2740,435,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39370,Carrabba's Italian Grill,Chicken Bryan,Entrees,"Chicken Bryan, Chicken & House Specialties",1,serving,,490,25,12,54,2,6,1080,180,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39371,Carrabba's Italian Grill,Chicken Marsala,Entrees,"Chicken Marsala, Chicken & House Specialties",1,serving,,400,20,3,47,2,1,720,160,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39360,Carrabba's Italian Grill,Chicken Parmesan,Entrees,"Chicken Parmesan, Chicken & House Specialties",1,serving,,760,45,19,68,4,9,1890,310,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39476,Carrabba's Italian Grill,Chicken Parmesan Sandwich,Sandwiches,"Chicken Parmesan Sandwich, Lunch: Italian Sandwiches",1,serving,,570,22,48,41,3,4,1080,155,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955632,Carrabba's Italian Grill,Chicken Piccata,Entrees,"Chicken Piccata, Chicken & House Specialties",1,serving,,580,29,27,51,1,3,1200,155,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
171098,Carrabba's Italian Grill,Chicken Trio,Entrees,"Chicken Trio, Trios",1,serving,,700,36,10,81,3,5,1570,265,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955633,Carrabba's Italian Grill,Classic Combo,Appetizers & Sides,"Classic Combo, Appetizers",1,serving,,1070,72,44,63,5,12,2890,525,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
926741,Carrabba's Italian Grill,Cozze in Bianco,Appetizers & Sides,"Cozze in Bianco, Appetizers",1,serving,,390,20,29,22,2,6,1120,70,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
926750,Carrabba's Italian Grill,Eggplant Parmesan,Entrees,"Eggplant Parmesan, Chicken & House Specialties",1,serving,,1230,64,122,46,16,20,3490,110,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171144,Carrabba's Italian Grill,Entree Salad: Italian Salad with Chicken,Salads,"Entree Salad: Italian Salad with Chicken, Soups, Entrée Salads and Side Salads",1,serving,,790,61,21,40,7,9,1630,110,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171143,Carrabba's Italian Grill,Entree Salad: Italian Salad with Shrimp,Salads,"Entree Salad: Italian Salad with Shrimp, Soups, Entrée Salads and Side Salads",1,serving,,710,61,24,21,8,9,3660,135,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39451,Carrabba's Italian Grill,Entree Salad:Caesar Salad With Chicken,Salads,"Entree Salad:Caesar Salad With Chicken, Soups, Entrée Salads and Side Salads",1,serving,,770,59,14,45,4,4,1360,130,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39453,Carrabba's Italian Grill,Entree Salad:Caesar Salad With Shrimp,Salads,"Entree Salad:Caesar Salad With Shrimp, Soups, Entrée Salads and Side Salads",1,serving,,710,60,18,27,5,4,3400,160,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39421,Carrabba's Italian Grill,"Fettuccine Alfredo, Side",Entrees,"Fettuccine Alfredo, Side, Sides, Lunch: Italian Sandwiches",1,serving,,810,59,53,20,2,4,1010,200,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39391,Carrabba's Italian Grill,Fettuccine Carrabba,Entrees,"Fettuccine Carrabba, Pasta",1,serving,,2020,124,134,94,9,10,2680,535,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171102,Carrabba's Italian Grill,Fettuccine Weesie,Entrees,"Fettuccine Weesie, Pasta",1,serving,,2040,137,137,71,8,11,2880,615,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39400,Carrabba's Italian Grill,Fettuccine Weesie with Whole Grain Spaghetti,Entrees,"Fettuccine Weesie with Whole Grain Spaghetti, Pasta",1,serving,,1980,139,138,74,24,14,2220,575,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
150658,Carrabba's Italian Grill,"Fettuccine Weesie, Gluten Free",Entrees,"Fettuccine Weesie, Gluten Free, Pasta",1,serving,,2020,134,165,53,17,11,2650,510,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944813,Carrabba's Italian Grill,Four-Cheese & Sausage Stuffed Mushrooms,Appetizers & Sides,"Four-Cheese & Sausage Stuffed Mushrooms, Appetizers, Lunch: Italian Sandwiches",1,serving,,290,23,8,15,2,4,1180,25,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39294,Carrabba's Italian Grill,Garlic Mashed Potatoes,Appetizers & Sides,"Garlic Mashed Potatoes, Sides",1,serving,,350,17,46,6,4,3,1090,5,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955652,Carrabba's Italian Grill,Gluten Free Spaghetti with Meat Sauce,Entrees,"Gluten Free Spaghetti with Meat Sauce, Pasta",1,serving,,990,25,166,26,21,15,1940,45,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
926749,Carrabba's Italian Grill,Gluten Free Spaghetti with Meatballs,Entrees,"Gluten Free Spaghetti with Meatballs, Pasta",1,serving,,1340,46,182,49,25,23,3330,135,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
150662,Carrabba's Italian Grill,Gluten Free Spaghetti with Pomodoro Sauce,Entrees,"Gluten Free Spaghetti with Pomodoro Sauce, Pasta",1,serving,,860,12,172,17,23,20,2180,5,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
119039,Carrabba's Italian Grill,Grilled Asparagus,Appetizers & Sides,"Grilled Asparagus, Sides",1,serving,,45,2.5,5,3,2,1,550,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39343,Carrabba's Italian Grill,John Cole,Desserts,"John Cole, Desserts",1,serving,,630,38,69,7,2,52,310,50,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955656,Carrabba's Italian Grill,Johnny Rocco Salad--All Scallops,Salads,"Johnny Rocco Salad--All Scallops, Soups, Entrée Salads and Side Salads",1,serving,,570,44,17,30,5,3,3640,75,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
91977,Carrabba's Italian Grill,Johnny Rocco Salad--All Shrimp,Salads,"Johnny Rocco Salad--All Shrimp, Soups, Entrée Salads and Side Salads",1,serving,,570,43,15,35,6,3,4880,225,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955657,Carrabba's Italian Grill,Johnny Rocco Salad--Shrimp & Scallops,Salads,"Johnny Rocco Salad--Shrimp & Scallops, Soups, Entrée Salads and Side Salads",1,serving,,550,42,16,31,5,3,4200,140,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
39428,Carrabba's Italian Grill,Kids Cheese Ravioli,Entrees,"Kids Cheese Ravioli, kid's",1,serving,,240,9,30,11,4,7,940,35,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39429,Carrabba's Italian Grill,Kids Chicken Fingers with Broccoli,Entrees,"Kids Chicken Fingers with Broccoli, kid's",1,serving,,630,24,70,37,11,14,2740,60,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955658,Carrabba's Italian Grill,Kids Grilled Chicken and Steamed Spinach,Entrees,"Kids Grilled Chicken and Steamed Spinach, kid's",1,serving,,190,5,6,27,4,0,230,65,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955659,Carrabba's Italian Grill,Kids Grilled Chicken Meal with Broccoli,Entrees,"Kids Grilled Chicken Meal with Broccoli, kid's",1,serving,,200,5,11,29,6,3,140,65,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955660,Carrabba's Italian Grill,Kids Grilled Shrimp and Steamed Broccoli,Entrees,"Kids Grilled Shrimp and Steamed Broccoli, kid's",1,serving,,160,0.5,12,30,7,3,380,180,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955661,Carrabba's Italian Grill,Kids Grilled Shrimp and Steamed Spinach,Entrees,"Kids Grilled Shrimp and Steamed Spinach, kid's",1,serving,,130,0,6,27,4,0,450,180,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955662,Carrabba's Italian Grill,Kids Mac N' Cheese,Entrees,"Kids Mac N' Cheese, kid's",1,serving,,410,13,56,16,4,6,900,45,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
39432,Carrabba's Italian Grill,Kids Spaghetti and Meatball,Entrees,"Kids Spaghetti and Meatball, kid's",1,serving,,530,18,69,23,8,11,1420,45,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39384,Carrabba's Italian Grill,Lasagne,Entrees,"Lasagne, Pasta",1,serving,,1050,60,68,57,9,15,2550,185,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171103,Carrabba's Italian Grill,Linguine Pescatore,Entrees,"Linguine Pescatore, Pasta",1,serving,,1000,13,155,68,10,16,2620,190,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171111,Carrabba's Italian Grill,Linguine Pescatore with Gluten-Free Pasta,Entrees,"Linguine Pescatore with Gluten-Free Pasta, Pasta",1,serving,,1060,14,173,60,20,14,3170,195,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171112,Carrabba's Italian Grill,Linguine Pescatore with Whole Grain Pasta,Entrees,"Linguine Pescatore with Whole Grain Pasta, Pasta",1,serving,,950,16,146,72,26,16,2620,190,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171101,Carrabba's Italian Grill,Linguine Positano,Entrees,"Linguine Positano, Pasta",1,serving,,930,31,145,24,8,13,1760,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955663,Carrabba's Italian Grill,Linguine Positano with Grilled Chicken,Entrees,"Linguine Positano with Grilled Chicken, Pasta",1,serving,,1160,35,145,70,8,13,2140,120,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955664,Carrabba's Italian Grill,Linguine Positano with Grilled Chicken and Gluten-Free Pasta,Entrees,"Linguine Positano with Grilled Chicken and Gluten-Free Pasta, Pasta",1,serving,,1230,36,163,62,18,11,2690,125,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955665,Carrabba's Italian Grill,Linguine Positano with Grilled Chicken and Whole Grain Spaghetti,Entrees,"Linguine Positano with Grilled Chicken and Whole Grain Spaghetti, Pasta",1,serving,,1110,38,136,74,24,13,2130,120,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955666,Carrabba's Italian Grill,Linguine Positano with Grilled Shrimp,Entrees,"Linguine Positano with Grilled Shrimp, Pasta",1,serving,,1030,33,148,39,9,13,4070,115,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955667,Carrabba's Italian Grill,Linguine Positano with Grilled Shrimp and Gluten-Free Pasta,Entrees,"Linguine Positano with Grilled Shrimp and Gluten-Free Pasta, Pasta",1,serving,,1090,35,166,31,19,11,4620,120,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955668,Carrabba's Italian Grill,Linguine Positano with Grilled Shrimp and Whole Grain Spaghetti,Entrees,"Linguine Positano with Grilled Shrimp and Whole Grain Spaghetti, Pasta",1,serving,,980,36,139,43,25,13,4070,115,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955669,Carrabba's Italian Grill,Linguine Sostanza,Entrees,"Linguine Sostanza, Pasta",1,serving,,1050,35,158,29,14,14,2300,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
39385,Carrabba's Italian Grill,Lobster Ravioli,Entrees,"Lobster Ravioli, Pasta",1,serving,,710,38,70,23,3,7,1110,195,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944811,Carrabba's Italian Grill,Lunch Trio Mozzarella Marinara,Entrees,"Lunch Trio Mozzarella Marinara, Lunch: Italian Sandwiches",1,serving,,520,38,21,25,2,5,1050,170,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
926752,Carrabba's Italian Grill,"Mahi Wulfe, 8oz",Entrees,"Mahi Wulfe, 8oz, Seafood",1,serving,,490,20,22,54,4,6,1670,145,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39488,Carrabba's Italian Grill,"Mama Mandola's Sicilian Chicken Soup, Bowl",Soup,"Mama Mandola's Sicilian Chicken Soup, Bowl, Soups, Entrée Salads and Side Salads",1,serving,,320,11,32,24,4,5,2430,65,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39489,Carrabba's Italian Grill,"Mama Mandola's Sicilian Chicken Soup, Cup",Soup,"Mama Mandola's Sicilian Chicken Soup, Cup, Soups, Entrée Salads and Side Salads",1,serving,,230,6,29,15,3,2,1290,30,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
119056,Carrabba's Italian Grill,Marsala Sauce Topping,Toppings & Ingredients,"Marsala Sauce Topping, Steaks and Chops",1,serving,,170,16,3,2,2,1,340,40,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
91993,Carrabba's Italian Grill,Meatball Sandwich,Sandwiches,"Meatball Sandwich, Lunch: Italian Sandwiches",1,serving,,730,38,54,40,4,7,1780,140,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
119009,Carrabba's Italian Grill,Meatballs and Ricotta,Entrees,"Meatballs and Ricotta, Appetizers, Lunch: Italian Sandwiches",1,serving,,480,33,17,28,4,9,1630,120,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39387,Carrabba's Italian Grill,Mezzaluna,Entrees,"Mezzaluna, Pasta",1,serving,,730,38,62,33,4,8,1610,135,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39482,Carrabba's Italian Grill,"Minestrone Soup, Bowl",Soup,"Minestrone Soup, Bowl, Soups, Entrée Salads and Side Salads",1,serving,,210,8,31,5,6,5,870,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39483,Carrabba's Italian Grill,"Minestrone Soup, Cup",Soup,"Minestrone Soup, Cup, Soups, Entrée Salads and Side Salads",1,serving,,110,4,16,3,3,3,440,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
119008,Carrabba's Italian Grill,Mozzarella Marinara,Appetizers & Sides,"Mozzarella Marinara, Appetizers",1,serving,,1050,75,43,50,3,11,2090,335,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944826,Carrabba's Italian Grill,Parmesan Truffle Fries,Appetizers & Sides,"Parmesan Truffle Fries, Sides",1,serving,,750,43,79,13,8,0,2670,15,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
180215,Carrabba's Italian Grill,Penne Pomodoro,Appetizers & Sides,"Penne Pomodoro, Sides, Kid's",1,serving,,350,6,62,12,7,10,1020,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39378,Carrabba's Italian Grill,Pollo Rosa Maria,Entrees,"Pollo Rosa Maria, Chicken & House Specialties",1,serving,,510,26,4,60,2,2,1350,185,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955680,Carrabba's Italian Grill,Rigatoni Alla Norma with Grilled Eggplant,Entrees,"Rigatoni Alla Norma with Grilled Eggplant, Pasta",1,serving,,770,15,134,25,18,26,2740,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
150656,Carrabba's Italian Grill,Rigatoni Campagnolo,Entrees,"Rigatoni Campagnolo, Pasta",1,serving,,1300,58,131,65,12,22,2960,80,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
150664,Carrabba's Italian Grill,Rigatoni Campagnolo with Gluten-Free Pasta,Entrees,"Rigatoni Campagnolo with Gluten-Free Pasta, Pasta",1,serving,,1480,59,175,61,23,19,3510,85,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
150665,Carrabba's Italian Grill,Rigatoni Campagnolo with Whole Grain Spaghetti,Entrees,"Rigatoni Campagnolo with Whole Grain Spaghetti, Pasta",1,serving,,1370,61,147,73,29,21,2960,80,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955681,Carrabba's Italian Grill,Rigatoni Martino with Chicken,Entrees,"Rigatoni Martino with Chicken, Pasta",1,serving,,1610,80,125,95,15,20,3580,285,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955682,Carrabba's Italian Grill,Rigatoni Martino with Sausage,Entrees,"Rigatoni Martino with Sausage, Pasta",1,serving,,1650,96,127,69,15,20,4040,160,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955683,Carrabba's Italian Grill,"Rigatoni Martino, no protein",Entrees,"Rigatoni Martino, no protein, Pasta",1,serving,,1380,76,125,49,15,20,3210,160,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955687,Carrabba's Italian Grill,Salmon Capperi,Entrees,"Salmon Capperi, Seafood",1,serving,,760,57,9,51,1,3,1360,175,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
39486,Carrabba's Italian Grill,"Sausage & Lentil Soup, Bowl",Soup,"Sausage & Lentil Soup, Bowl, Soups, Entrée Salads and Side Salads",1,serving,,430,22,37,24,12,9,2480,10,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39487,Carrabba's Italian Grill,"Sausage & Lentil Soup, Cup",Soup,"Sausage & Lentil Soup, Cup, Soups, Entrée Salads and Side Salads",1,serving,,220,11,19,12,6,4,1240,5,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39304,Carrabba's Italian Grill,Sauteed Broccoli,Appetizers & Sides,"Sauteed Broccoli, Sides",1,serving,,140,11,10,5,5,3,520,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
926758,Carrabba's Italian Grill,Sauteed Spinach,Appetizers & Sides,"Sauteed Spinach, Sides",1,serving,,170,14,9,4,2,1,300,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
91950,Carrabba's Italian Grill,Shrimp and Scallop Linguine Alla Vodka,Entrees,"Shrimp and Scallop Linguine Alla Vodka, Pasta",1,serving,,1070,35,120,49,10,11,2130,185,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39289,Carrabba's Italian Grill,Shrimp Scampi,Appetizers & Sides,"Shrimp Scampi, Appetizers",1,serving,,990,51,87,32,3,5,2010,180,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944812,Carrabba's Italian Grill,Shrimp Scampi-Lunch,Entrees,"Shrimp Scampi-Lunch, Lunch: Italian Sandwiches",1,serving,,630,29,54,28,2,2,1230,155,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39444,Carrabba's Italian Grill,Side Caesar Salad,Salads,"Side Caesar Salad, Soups, Entrée Salads and Side Salads",1,serving,,340,31,8,9,2,2,630,25,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39446,Carrabba's Italian Grill,Side House Salad,Salads,"Side House Salad, Soups, Entrée Salads and Side Salads",1,serving,,340,28,17,6,5,7,620,20,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39448,Carrabba's Italian Grill,Side Italian Salad,Salads,"Side Italian Salad, Soups, Entrée Salads and Side Salads",1,serving,,320,29,14,4,5,7,600,10,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
944820,Carrabba's Italian Grill,Simply Grilled Salmon,Entrees,"Simply Grilled Salmon, Seafood",1,serving,,540,39,1,45,0,0,680,130,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39344,Carrabba's Italian Grill,"Sogno Di Cioccolata, ""Chocolate Dream""",Desserts,"Sogno Di Cioccolata, ""Chocolate Dream"", Desserts",1,serving,,1040,72,96,9,4,76,580,190,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955692,Carrabba's Italian Grill,Spaghetti with Meat Sauce,Entrees,"Spaghetti with Meat Sauce, Pasta",1,serving,,870,25,124,33,12,16,1840,40,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
171100,Carrabba's Italian Grill,Spaghetti with Meatballs,Entrees,"Spaghetti with Meatballs, Pasta",1,serving,,1220,46,141,56,16,24,3230,135,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
39407,Carrabba's Italian Grill,Spaghetti with Pomodoro Sauce,Entrees,"Spaghetti with Pomodoro Sauce, Pasta",1,serving,,730,12,130,24,14,21,2070,0,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
140179,Carrabba's Italian Grill,Spicy Sicilian Butter Topping,Toppings & Ingredients,"Spicy Sicilian Butter Topping, Steaks and Chops",1,serving,,100,11,1,0,0,0,250,15,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955696,Carrabba's Italian Grill,Spiedino Di Mare All Scallops,Entrees,"Spiedino Di Mare All Scallops, Seafood",1,serving,,480,31,27,23,2,4,3590,70,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955697,Carrabba's Italian Grill,Spiedino Di Mare All Shrimp,Entrees,"Spiedino Di Mare All Shrimp, Seafood",1,serving,,480,31,24,28,3,4,4830,220,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
926754,Carrabba's Italian Grill,Spiedino Di Mare Shrimp & Scallops,Entrees,"Spiedino Di Mare Shrimp & Scallops, Seafood",1,serving,,480,31,26,25,3,4,4210,145,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
171096,Carrabba's Italian Grill,Strawberry Cheesecake,Desserts,"Strawberry Cheesecake, Desserts",1,serving,,990,64,87,16,3,70,690,315,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
955701,Carrabba's Italian Grill,The Johnny Trio w/10oz Sirloin,Entrees,"The Johnny Trio w/10oz Sirloin, Trios",1,serving,,1180,65,41,100,5,9,2970,330,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
955702,Carrabba's Italian Grill,The Johnny Trio w/7oz Sirloin,Entrees,"The Johnny Trio w/7oz Sirloin, Trios",1,serving,,1040,58,41,83,5,8,2880,285,,annual_dataset,2022,Annual chain menu dataset; matched_2021=0; new_item_2022=1,,US,0
39346,Carrabba's Italian Grill,Tiramisu,Desserts,"Tiramisu, Desserts",1,serving,,1040,73,88,14,4,64,100,265,,annual_dataset,2022,Annual chain menu dataset; matched_2021=1; new_item_2022=0,,US,0
